,Unnamed: 0,Source 1,Source 1.1,Therapeutic Area in CTMS,TA Code in Directory,Compound,Study,DPN(Compound-Study),Exist in File Size Extract,new studies,Study Status,DM CRO for AWS SAS,Snapshot Flag,Other Flag,Status,Phase,Protocol Approval,FPFV,LPLV Final,Last DBL,Final CSR,Data Scenario
265,603,A,A,Oncology,DN,753,798,DN753-798,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase III,11/05/2005,13/07/2005,14/07/2014,02/09/2014,02/02/2015,1d
266,604,A,A,Virology,lo,666,936,lo666-936,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,10/01/2014,07/02/2014,10/04/2014,10/06/2014,03/03/2015,2a
267,605,A,A,Virology,lo,672,883,lo672-883,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase N/A,05/03/2014,28/03/2014,31/10/2015,,19/06/2017,7
268,606,A,A,Immunoscience,jN,163,814,jN163-814,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IV,02/11/2010,01/02/2012,12/04/2011,,30/12/2013,7
269,607,A,A,Virology,lo,960,839,lo960-839,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,09/08/2013,11/10/2013,26/11/2013,21/05/2014,28/09/2014,2a
270,608,A,A,Oncology,DN,753,198,DN753-198,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,23/07/2007,11/10/2007,12/12/2014,30/01/2015,23/04/2015,1d
271,609,A,A,Virology,lo,666,814,lo666-814,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,05/02/2014,08/05/2014,26/08/2015,10/09/2015,11/12/2015,1d
272,610,A,A,Immunoscience,jN,784,950,jN784-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,13/09/2011,04/01/2012,18/06/2015,26/06/2015,30/06/2015,1d
273,611,A,A,Immunoscience,jN,784,661,jN784-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIB,28/01/2011,15/06/2011,10/06/2015,29/06/2015,30/06/2015,1d
274,612,A,A,Virology,lo,672,767,lo672-767,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/08/2012,05/12/2012,07/11/2013,18/02/2014,18/07/2014,1d
275,613,A,A,Virology,lo,208,389,lo208-389,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,22/08/2014,05/09/2014,31/10/2014,15/12/2014,18/03/2015,2a
276,614,A,A,Virology,lo,166,572,lo166-572,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,28/11/2012,08/01/2013,07/11/2013,29/02/2016,20/05/2016,1d
277,615,A,A,Oncology,DN,387,839,DN387-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,06/05/2009,11/02/2010,19/09/2012,15/02/2013,12/09/2013,1d
278,616,A,A,Virology,lo,166,798,lo166-798,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,06/06/2012,27/08/2013,24/09/2013,08/11/2013,10/04/2014,1d
279,617,A,A,Virology,lo,672,237,lo672-237,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,28/11/2012,08/01/2013,06/02/2015,15/06/2015,29/01/2016,1d
280,618,A,A,Virology,lo,672,511,lo672-511,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,01/04/2011,01/06/2011,04/10/2013,18/11/2013,26/03/2014,1d
281,619,A,A,Virology,lo,666,767,lo666-767,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,14/03/2014,02/04/2014,03/05/2014,01/07/2014,19/11/2014,2a
282,620,A,A,Virology,lo,208,572,lo208-572,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,23/05/2014,24/06/2014,25/07/2014,23/09/2014,27/02/2015,1d
283,621,A,A,Oncology,DN,53,773,DN053-773,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Pre-clinical,,,,,30/11/2015,7
284,622,A,A,Oncology,DN,813,461,DN813-461,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,06/06/2011,06/01/2012,18/07/2016,29/09/2016,13/02/2017,1d
285,623,A,A,Oncology,DN,753,500,DN753-500,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IV,25/06/2012,28/12/2012,01/10/2015,26/01/2016,20/07/2016,7
286,624,A,A,Immunoscience,jN,342,520,jN342-520,Yes,,Not Applicable,Yes,Active,Not Available,Operationally Closed,Phase IV,17/11/2012,24/04/2013,26/12/2016,03/04/2017,11/08/2017,2a
287,625,A,A,Virology,lo,672,936,lo672-936,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,11/09/2009,03/12/2009,02/08/2011,13/09/2011,30/07/2012,1d
288,626,A,A,Virology,lo,867,61,lo867-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/02/2016,22/04/2016,14/12/2016,31/03/2017,26/07/2017,1d
289,627,A,A,Cardiovascular,gt,58,980,gt058-980,Yes,,Not Applicable,Yes,Active,Not Available,Operationally Closed,Phase I,07/03/2012,02/04/2012,25/05/2012,14/08/2012,27/03/2013,2a
290,628,A,A,Neuroscience,JB,631,61,JB631-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,28/11/2011,16/02/2012,01/10/2013,09/01/2014,04/04/2014,1d
291,629,A,A,Oncology,DN,813,661,DN813-661,No,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/09/2007,17/10/2007,20/10/2009,03/12/2009,17/12/2010,1e
292,630,A,A,Virology,lo,666,980,lo666-980,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,11/06/2009,01/10/2014,03/02/2015,14/03/2015,31/07/2015,1d
293,631,A,A,Virology,lo,208,33,lo208-033,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,10/02/2012,14/03/2012,31/03/2012,25/05/2012,26/09/2012,2a
294,632,A,A,Neuroscience,JB,600,841,JB600-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,01/03/2010,09/05/2011,18/11/2011,05/04/2012,09/11/2012,1d
295,633,A,A,Oncology,DN,53,916,DN053-916,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase OTH,22/06/2011,10/06/2011,30/09/2011,,06/09/2011,7
296,634,A,A,Oncology,DN,709,950,DN709-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/09/2008,20/07/2009,15/11/2011,16/11/2011,08/06/2012,1d
297,635,A,A,Virology,lo,672,916,lo672-916,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,11/09/2009,03/12/2009,13/10/2011,29/11/2011,12/10/2012,1d
298,636,A,A,Metabolics,Tb,240,950,Tb240-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,01/12/2010,01/02/2011,01/11/2011,08/02/2012,07/11/2012,1d
299,637,A,A,Oncology,DN,53,661,DN053-661,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,20/09/2006,25/10/2006,27/11/2009,20/07/2009,30/09/2011,1d
300,638,A,A,Immunoscience,jN,784,61,jN784-061,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIB,22/09/2011,15/12/2011,05/01/2015,16/02/2015,05/05/2015,7
301,639,A,A,Cardiovascular,gt,62,461,gt062-461,No,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,29/01/2010,15/04/2010,22/02/2012,04/04/2012,06/06/2012,7
302,640,A,A,Virology,lo,258,839,lo258-839,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,13/07/2010,20/03/2012,13/05/2012,21/06/2012,17/10/2012,1d
303,641,A,A,Metabolics,gt,470,253,gt470-253,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase OTH,01/09/2011,01/09/2011,31/12/2011,,,7
304,644,A,A,Virology,lo,166,508,lo166-508,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,03/11/2011,05/01/2012,19/06/2013,24/07/2013,11/11/2013,1d
305,645,A,A,Oncology,DN,163,814,DN163-814,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Pre-clinical,,,,,31/12/2014,7
306,646,A,A,Virology,lo,672,908,lo672-908,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,23/04/2012,14/05/2012,28/06/2012,05/09/2012,01/03/2013,2a
307,647,A,A,Virology,lo,166,166,lo166-166,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,20/03/2012,13/04/2012,07/06/2012,14/08/2012,04/06/2013,2a
308,648,A,A,Virology,lo,208,23,lo208-023,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,25/04/2014,14/05/2014,24/07/2014,05/09/2014,15/04/2015,2a
309,649,A,A,Virology,lo,208,373,lo208-373,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase I,03/02/2014,19/02/2014,13/05/2014,11/07/2014,14/04/2015,2a
310,650,A,A,Cardiovascular,gt,512,179,gt512-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,11/07/2014,15/08/2014,12/02/2015,20/04/2015,12/10/2015,1d
311,651,A,A,Oncology,DN,837,468,DN837-468,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,13/07/2016,24/10/2016,06/09/2017,14/02/2018,25/04/2018,1b
312,652,A,A,Virology,lo,672,301,lo672-301,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,12/07/2012,11/09/2012,08/06/2013,22/07/2013,06/02/2014,1d
313,653,A,A,Oncology,DN,753,106,DN753-106,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase II,22/10/2010,25/10/2010,31/03/2015,,31/03/2015,7
314,654,A,A,Virology,lo,166,428,lo166-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase II,16/11/2009,09/02/2010,23/10/2012,12/03/2013,31/07/2013,1d
315,655,A,A,Metabolics,Tb,397,767,Tb397-767,No,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase OTH,21/03/2011,21/03/2011,31/07/2011,,31/05/2011,7
316,656,A,A,Virology,lo,208,953,lo208-953,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,02/08/2011,02/02/2012,02/03/2012,17/05/2012,21/02/2013,1d
317,657,A,A,Oncology,DN,813,268,DN813-268,Yes,,Not Applicable,Yes,*Closed,Not Available,Operationally Closed,Phase II,22/12/2011,11/06/2012,17/03/2016,26/05/2016,09/08/2016,1d
318,658,A,A,Metabolics,Tb,397,908,Tb397-908,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase III,04/12/2008,14/06/2010,29/03/2012,18/05/2012,27/09/2012,1d
319,659,A,A,Oncology,DN,753,992,DN753-992,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/02/2007,19/07/2007,03/01/2013,22/03/2013,24/06/2013,1d
320,660,A,A,Oncology,DN,753,950,DN753-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,05/03/2007,28/06/2007,30/10/2012,17/12/2012,30/05/2013,1d
321,661,A,A,Oncology,DN,709,980,DN709-980,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase IIA,24/09/2010,14/06/2011,10/11/2014,25/02/2015,29/10/2015,1d
322,662,A,A,Immunoscience,jN,867,428,jN867-428,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIA,14/09/2015,24/02/2016,03/05/2018,12/06/2018,20/05/2019,1c
323,663,A,A,Cardiovascular,gt,62,113,gt062-113,Yes,,Not Applicable,Not Available,Active,EMBARC,Active,Phase II,27/10/2016,19/01/2017,01/11/2021,16/12/2021,24/03/2022,1c
324,664,A,A,Oncology,DN,123,342,DN123-342,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,06/03/2018,31/12/2018,25/03/2021,06/05/2021,30/11/2021,6
325,665,A,A,Oncology,DN,53,734,DN053-734,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,07/10/2015,01/03/2016,31/08/2021,01/11/2021,31/01/2022,1c
326,666,A,A,Virology,lo,960,95,lo960-095,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,09/10/2014,23/10/2014,15/08/2016,15/09/2016,12/06/2017,1c
327,667,A,A,Cardiovascular,gt,62,303,gt062-303,Yes,,Not Applicable,Not Available,Active,Not Available,Clinically Complete,Phase I,26/08/2016,29/09/2016,11/11/2016,20/01/2017,18/05/2017,1d
328,668,A,A,Oncology,DN,813,468,DN813-468,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase OTH,01/03/2012,13/06/2012,31/01/2024,,16/09/2020,7
329,669,A,A,Neuroscience,JB,800,862,JB800-862,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/01/2010,21/04/2010,20/12/2010,10/03/2011,01/09/2011,1d
330,670,A,A,Virology,lo,527,733,lo527-733,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,16/10/2012,29/11/2012,02/06/2014,31/03/2015,15/08/2016,7
331,671,A,A,Immunoscience,jN,342,601,jN342-601,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,13/09/2018,23/10/2018,02/04/2019,21/05/2019,27/09/2019,2a
332,672,A,A,Oncology,DN,419,661,DN419-661,Yes,,Not Applicable,Yes,*Closed,eDM-SDTM,Active,Phase IIA,10/02/2016,09/05/2016,08/01/2020,17/03/2020,18/10/2021,1b
333,673,A,A,Oncology,DN,53,511,DN053-511,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I/II,13/06/2012,30/10/2012,29/04/2022,13/06/2022,14/09/2022,1c
334,674,A,A,Virology,lo,672,324,lo672-324,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase I,21/12/2010,01/03/2011,09/04/2011,20/05/2011,01/11/2011,1d
335,675,A,A,Neuroscience,JB,800,51,JB800-051,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,13/10/2009,30/08/2010,29/10/2010,28/04/2011,01/11/2011,7
336,676,A,A,Oncology,DN,277,841,DN277-841,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IIA,10/11/2017,12/02/2018,08/06/2024,06/08/2024,02/10/2024,6
337,677,A,A,Cardiovascular,gt,290,874,gt290-874,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,21/04/2018,16/04/2018,22/09/2018,08/11/2018,29/11/2019,7
338,678,A,A,Cardiovascular,gt,279,450,gt279-450,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,12/05/2017,06/07/2017,04/03/2018,03/07/2018,03/06/2019,1b
339,679,A,A,Cardiovascular,gt,279,980,gt279-980,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,11/05/2017,28/06/2017,12/12/2017,25/01/2018,17/09/2018,1b
340,680,A,A,Immunoscience,jN,163,366,jN163-366,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase III,22/05/2012,17/04/2013,24/10/2019,06/12/2019,18/03/2020,2c
341,681,A,A,Immunoscience,jN,163,86,jN163-086,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase IIB,06/08/2013,24/12/2015,05/02/2019,30/07/2019,21/02/2020,"2a,2c"
342,682,A,A,Cardiovascular,gt,279,733,gt279-733,Yes,,Not Applicable,Yes,*Closed,unix only,Clinically Complete,Phase I,08/11/2016,02/03/2018,28/09/2018,08/02/2019,28/08/2019,1b
343,683,A,A,Cardiovascular,gt,279,798,gt279-798,Yes,,Not Applicable,Yes,*Closed,Not Available,Active,Phase I,21/09/2018,04/10/2018,19/02/2019,03/04/2019,28/01/2020,1b
344,684,A,A,Oncology,DN,171,373,DN171-373,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I,12/07/2013,05/11/2013,31/12/2023,12/01/2026,03/01/2028,1c
345,685,A,A,Neuroscience,JB,800,373,JB800-373,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,21/08/2009,28/09/2009,09/02/2010,08/03/2010,07/10/2010,1d
346,686,A,A,Virology,lo,208,179,lo208-179,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,22/07/2009,23/11/2009,22/06/2010,15/09/2010,13/04/2011,1d
347,687,A,A,Oncology,DN,296,33,DN296-033,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,14/11/2006,09/07/2007,14/06/2010,21/01/2011,28/07/2011,1d
348,688,A,A,Cardiovascular,gt,290,980,gt290-980,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIB,28/06/2016,24/04/2017,12/11/2019,13/12/2019,05/08/2020,1d
349,689,A,A,Immunoscience,jN,163,342,jN163-342,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase IV,08/08/2011,15/02/2012,12/04/2019,12/06/2019,16/09/2019,1d
350,690,A,A,Oncology,DN,53,812,DN053-812,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase II,09/05/2016,21/10/2016,10/12/2020,04/02/2021,07/05/2021,1c
351,691,A,A,Oncology,DN,53,66,DN053-066,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,01/11/2013,07/02/2014,13/04/2021,24/05/2021,25/05/2022,1c
352,692,A,A,Oncology,DN,753,845,DN753-845,Yes,,Not Applicable,Not Available,*Closed,eMOM,Active,Phase IIA,31/07/2008,20/03/2009,23/09/2021,05/11/2021,16/05/2022,1a
353,693,A,A,Oncology,DN,171,798,DN171-798,Yes,,Not Applicable,Not Available,Active,eDM-SDTM,Active,Phase I,19/07/2016,04/01/2017,01/07/2022,12/08/2022,23/12/2022,1b
354,694,A,A,Virology,lo,166,268,lo166-268,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,10/02/2009,31/03/2009,06/05/2009,03/08/2009,09/03/2010,1d
355,695,A,A,Neuroscience,JB,800,340,JB800-340,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,25/02/2011,17/03/2011,10/07/2011,19/07/2011,02/03/2012,1d
356,696,A,A,Immunoscience,jN,255,874,jN255-874,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,20/11/2017,07/02/2018,25/03/2018,03/05/2018,26/09/2018,7
357,697,A,A,Oncology,DN,617,385,DN617-385,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I/II,08/04/2015,27/07/2015,27/01/2017,10/04/2017,16/01/2018,1c
358,698,A,A,Neuroscience,JB,800,450,JB800-450,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIA,12/03/2009,26/05/2009,09/07/2013,29/07/2013,25/04/2014,1d
359,699,A,A,Immunoscience,jN,255,340,jN255-340,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,15/08/2017,30/08/2017,19/12/2017,07/03/2018,04/01/2019,7
360,700,A,A,Immunoscience,jN,255,292,jN255-292,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,27/07/2017,14/09/2017,15/11/2017,07/03/2018,09/10/2018,7
361,701,A,A,Immunoscience,jN,638,950,jN638-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,15/07/2016,04/07/2017,27/09/2017,20/11/2017,23/08/2018,1c
362,702,A,A,Immunoscience,Tb,796,839,Tb796-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,11/08/2015,27/10/2015,05/11/2016,04/04/2017,07/11/2017,1c
363,703,A,A,Oncology,DN,53,241,DN053-241,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase N/A,06/03/2014,26/06/2014,27/08/2018,,03/08/2022,7
364,704,A,A,Oncology,DN,53,342,DN053-342,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase N/A,06/03/2014,01/10/2015,01/05/2019,,03/10/2022,7
365,705,A,A,Oncology,DN,53,577,DN053-577,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIIB,25/11/2015,04/04/2016,15/04/2022,27/05/2022,30/09/2022,1c
366,706,A,A,Immunoscience,jN,784,839,jN784-839,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase IIB,06/02/2012,11/06/2012,30/12/2013,07/03/2014,03/12/2014,1d
367,707,A,A,Oncology,DN,123,573,DN123-573,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,12/03/2019,08/05/2019,20/07/2019,29/08/2019,09/01/2020,1d
368,708,A,A,Oncology,DN,123,340,DN123-340,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,26/09/2017,09/10/2017,06/12/2017,04/01/2018,25/04/2018,1d
369,709,A,A,Oncology,DN,512,661,DN512-661,No,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,01/06/2014,05/07/2014,01/09/2033,,01/03/2034,7
370,710,A,A,Neuroscience,JB,832,61,JB832-061,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/08/2010,28/10/2010,19/01/2011,02/02/2011,09/08/2011,1d
371,711,A,A,Immunoscience,jN,347,950,jN347-950,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase IIA,06/07/2011,28/09/2011,13/02/2013,27/03/2013,12/09/2013,1d
372,712,A,A,Virology,lo,672,209,lo672-209,Yes,,Not Applicable,Yes,*Closed,eDM-SDTM,Clinically Complete,Phase III,30/11/2017,17/07/2018,18/10/2018,18/11/2020,18/03/2021,1b
373,713,A,A,Oncology,DN,123,514,DN123-514,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,03/11/2017,05/01/2018,16/02/2018,05/06/2018,10/02/2020,1b
374,714,A,A,Immunoscience,jN,163,532,jN163-532,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,23/09/2015,14/10/2015,27/01/2017,29/11/2018,20/03/2019,2c
375,715,A,A,Immunoscience,jN,163,466,jN163-466,Yes,,Not Applicable,Yes,*Closed,Not Available,Clinically Complete,Phase I,03/11/2017,04/12/2017,02/04/2019,04/06/2019,25/10/2019,1d
376,716,A,A,Oncology,DN,400,841,DN400-841,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase I/II,02/06/2017,01/09/2017,21/12/2021,18/02/2022,21/06/2022,6
377,717,A,A,Immunoscience,jN,533,461,jN533-461,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,23/12/2016,25/01/2017,08/05/2017,06/06/2017,16/08/2017,1d
378,718,A,A,Oncology,DN,53,951,DN053-951,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase III,22/03/2013,11/12/2015,03/02/2022,14/03/2022,01/09/2022,1c
379,719,A,A,Immunoscience,jN,255,121,jN255-121,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,02/08/2018,17/08/2018,18/10/2018,18/01/2019,18/10/2019,7
380,720,A,A,Immunoscience,jN,163,786,jN163-786,No,,Not Applicable,Not Available,Active,Not Available,Planned,Phase IIIB,04/04/2019,29/01/2021,24/08/2027,06/10/2027,28/03/2028,7
381,721,A,A,Metabolics,Tb,397,514,Tb397-514,No,,Not Applicable,Yes,Active,Not Available,Active,Phase III,05/02/2015,13/07/2016,20/04/2018,25/05/2018,06/11/2018,2c
382,722,A,A,Immunoscience,jN,255,695,jN255-695,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase I,04/10/2018,04/04/2019,13/02/2020,25/03/2020,11/01/2021,7
383,723,A,A,Oncology,DN,296,292,DN296-292,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,01/07/2008,13/08/2008,29/09/2008,01/04/2009,02/09/2009,1d
384,724,A,A,Oncology,DN,53,859,DN053-859,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,18/08/2017,01/02/2018,30/01/2026,16/03/2026,23/06/2026,6
385,725,A,A,Immunoscience,jN,526,661,jN526-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,14/05/2014,25/08/2014,16/07/2015,11/08/2015,27/03/2016,1d
386,726,A,A,Oncology,DN,53,470,DN053-470,Yes,,Not Applicable,Not Available,*Closed,Not Available,Active,Phase III,27/07/2015,29/11/2016,23/10/2020,19/11/2020,18/05/2021,7
387,727,A,A,Oncology,DN,53,632,DN053-632,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase IV,06/02/2019,31/07/2020,01/11/2021,,30/12/2021,6
388,728,A,A,Metabolics,Tb,397,953,Tb397-953,No,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/04/2007,08/06/2007,21/07/2007,27/11/2007,05/05/2008,1d
389,729,A,A,Immunoscience,jN,629,841,jN629-841,Yes,,Not Applicable,Not Available,*Closed,Not Available,Clinically Complete,Phase I,18/06/2018,16/08/2018,09/10/2019,26/02/2020,04/09/2020,7
390,730,A,A,Oncology,DN,53,477,DN053-477,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase II,10/11/2016,23/05/2017,28/02/2022,,28/02/2023,7
391,731,A,A,Metabolics,Tb,240,661,Tb240-661,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,20/10/2009,01/12/2009,30/03/2010,19/05/2010,10/03/2011,1d
392,732,A,A,Oncology,DN,760,661,DN760-661,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase I/II,27/06/2012,12/10/2012,12/12/2019,26/08/2020,19/10/2020,1c
393,733,A,A,Oncology,DN,53,953,DN053-953,Yes,,Not Applicable,Not Available,Active,Not Available,Active,Phase III,08/07/2019,20/11/2019,16/11/2026,30/11/2026,09/02/2027,6
394,734,A,A,Oncology,DN,296,179,DN296-179,Yes,,Not Applicable,Not Available,Active,Not Available,Operationally Closed,Phase IIB,29/04/2006,21/12/2006,10/02/2010,01/06/2010,17/04/2011,1d
395,735,A,A,Virology,lo,672,340,lo672-340,Yes,,Not Applicable,Not Available,*Closed,Not Available,Operationally Closed,Phase I,17/04/2011,16/05/2011,29/06/2011,31/08/2011,03/02/2012,1d
396,736,A,A,Oncology,DN,400,428,DN400-428,Yes,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase I,16/05/2013,14/02/2014,19/03/2014,30/04/2014,24/10/2014,1d
397,737,A,A,Oncology,DN,53,301,DN053-301,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIB,24/09/2012,16/11/2012,06/11/2020,15/01/2021,03/11/2021,1c
398,738,A,A,Oncology,DN,53,576,DN053-576,Yes,,Not Applicable,Not Available,Active,Not Available,Cancelled,Phase III,15/12/2016,03/09/2018,25/03/2020,06/05/2020,14/08/2020,1d
399,739,A,A,Oncology,DN,53,705,DN053-705,Yes,,Not Applicable,Not Available,*Closed,EMBARC,Active,Phase IIB,25/04/2014,12/08/2014,01/12/2021,14/01/2022,26/04/2022,1c
